Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
1344,60,RL,11103,Corner,1Fam,5,2006,2006,VinylSd,0,728,155835
1345,30,RM,6000,Inside,1Fam,4,1920,1950,MetalSd,0,960,108500
1346,20,RL,20781,CulDSac,1Fam,7,1968,2003,BrkFace,68,1568,262500
1347,20,RL,15306,Corner,1Fam,5,2006,2007,VinylSd,0,1732,283463
1348,20,RL,16196,Inside,1Fam,5,1998,1998,VinylSd,0,1482,215000
1349,70,RM,5250,Inside,1Fam,5,1872,1987,MetalSd,0,684,122000
1350,90,RL,11643,Inside,Duplex,5,1969,1969,MetalSd,0,1248,200000
1351,60,RL,9247,Inside,1Fam,6,1962,1962,HdBoard,0,858,171000
1352,50,RM,6000,Inside,1Fam,9,1937,2000,MetalSd,0,698,134900
1353,50,RL,14720,CulDSac,1Fam,5,1995,1996,VinylSd,0,2033,410000
1354,60,RL,10316,Inside,1Fam,5,2000,2000,VinylSd,0,992,235000
1355,80,RL,10192,Inside,1Fam,6,1968,1992,MetalSd,0,570,170000
1356,20,RL,9477,Corner,1Fam,5,1966,1966,HdBoard,0,864,110000
1357,20,RL,12537,CulDSac,1Fam,6,1971,2008,VinylSd,0,1078,149900
1358,160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0,756,177500
1359,20,RL,16737,FR3,1Fam,5,2004,2005,VinylSd,0,1980,315000
1360,70,RL,9842,Inside,1Fam,6,1921,1998,MetalSd,0,612,189000
1361,20,RL,16158,Inside,1Fam,5,2005,2005,VinylSd,0,1530,260000
1362,50,RL,12513,FR2,1Fam,4,1920,2007,VinylSd,0,715,104900
1363,60,RL,8499,Inside,1Fam,5,2006,2007,VinylSd,0,616,156932
1364,160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0,600,144152
1365,60,FV,7500,Inside,1Fam,5,2000,2000,VinylSd,0,814,216000
1366,60,RL,9179,Inside,1Fam,5,1999,1999,VinylSd,0,873,193000
1367,160,RM,2665,Inside,TwnhsE,6,1977,1977,CemntBd,173,757,127000
1368,120,RM,4435,Inside,TwnhsE,5,2003,2004,VinylSd,0,848,144000
1369,20,RL,10635,FR2,1Fam,5,2003,2003,VinylSd,972,1657,232000
1370,50,RL,5400,Corner,1Fam,6,1920,1950,CBlock,105,840,105000
1371,80,RL,9600,Inside,1Fam,6,1955,1996,AsbShng,0,992,165500
1372,60,RL,9750,Corner,1Fam,6,1998,1998,VinylSd,0,1108,274300
1373,20,RL,11400,Inside,1Fam,5,2001,2002,VinylSd,0,2633,466500
1374,60,FV,10625,Inside,1Fam,5,2005,2005,CemntBd,0,1026,250000
1375,20,RL,10991,Inside,1Fam,5,2007,2007,VinylSd,0,1571,239000
1376,30,RL,6292,Inside,1Fam,5,1930,1950,Wd Sdng,0,768,91000
1377,50,RL,10998,Inside,1Fam,5,1941,1960,Wd Sdng,420,984,117000
1378,160,RM,1953,Inside,Twnhs,5,1973,1973,HdBoard,0,483,83000
1379,80,RL,9735,Inside,1Fam,5,2006,2007,VinylSd,0,384,167500
1380,30,RL,8212,Inside,1Fam,3,1914,1950,Stucco,0,864,58500
1381,20,RL,12925,Corner,1Fam,7,1970,1970,BrkFace,0,1205,237500
1382,70,RM,7200,Corner,1Fam,7,1920,1950,Wd Sdng,0,596,157000
1383,30,RL,25339,Inside,1Fam,7,1918,2007,Wd Sdng,0,816,112000
1384,50,RL,9060,Inside,1Fam,5,1939,1950,WdShing,0,560,105000
1385,50,RM,5436,Inside,1Fam,8,1922,2007,VinylSd,0,796,125500
1386,60,RL,16692,Inside,1Fam,5,1978,1978,Plywood,469,1392,250000
1387,50,RM,8520,Inside,1Fam,7,1916,1950,Stucco,546,714,136000
1388,20,RL,14892,CulDSac,1Fam,5,2006,2007,VinylSd,0,1746,377500
1389,50,RM,6000,Inside,1Fam,6,1941,1950,Wd Sdng,0,735,131000
1390,20,RL,9100,Inside,1Fam,5,2000,2000,VinylSd,0,1525,235000
1391,90,RL,8944,Inside,Duplex,5,1967,1967,Plywood,0,1584,124000
1392,85,RL,7838,Inside,1Fam,5,1967,1967,HdBoard,0,864,123000
1393,190,RM,10800,Inside,2fmCon,7,1905,2000,Wd Sdng,0,482,163000
1394,120,RL,4045,Inside,TwnhsE,5,2006,2006,VinylSd,0,1356,246578
1395,60,RL,12665,Inside,1Fam,5,2005,2006,VinylSd,0,1094,281213
1396,20,RL,57200,Inside,1Fam,5,1948,1950,Wd Sdng,334,747,160000
1397,70,RM,6120,Inside,1Fam,8,1920,2004,MetalSd,0,939,137500
1398,50,RL,7200,Inside,1Fam,4,1950,1982,VinylSd,352,1208,138000
1399,50,RL,6171,Inside,1Fam,6,1925,1990,WdShing,0,976,137450
1400,50,RM,6000,Corner,1Fam,7,1929,1950,WdShing,0,862,120000
1401,60,RL,7415,Inside,1Fam,5,2004,2004,VinylSd,0,839,193000
1402,20,RL,6762,Inside,1Fam,5,2006,2006,VinylSd,0,1286,193879
1403,20,RL,15256,CulDSac,1Fam,5,2007,2007,VinylSd,0,1485,282922
1404,50,RL,10410,Corner,1Fam,4,1915,1950,Wd Sdng,0,672,105000
1405,120,RM,3842,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,275000
1406,85,RL,8445,Corner,1Fam,7,1972,2007,HdBoard,0,768,133000
1407,20,RL,8780,Corner,1Fam,5,1985,1985,HdBoard,0,833,112000
1408,70,RM,7740,Inside,1Fam,7,1910,1950,VinylSd,0,622,125500
1409,60,RL,20544,CulDSac,1Fam,6,1986,1991,Plywood,0,791,215000
1410,60,RL,12420,Inside,1Fam,5,2001,2001,VinylSd,0,944,230000
1411,50,RL,9600,Inside,1Fam,8,1950,2005,VinylSd,0,856,140000
1412,90,RL,7200,Inside,Duplex,5,1949,1950,BrkFace,0,0,90000
1413,20,RL,10994,Corner,1Fam,5,2005,2006,VinylSd,0,1844,257000
1414,50,RL,13053,Inside,1Fam,7,1923,2000,Wd Sdng,0,833,207000
1415,120,RL,3635,Inside,TwnhsE,5,2007,2007,VinylSd,0,1386,175900
1416,190,RM,11340,Inside,2fmCon,6,1885,1950,VinylSd,0,777,122500
1417,60,RL,16545,Inside,1Fam,5,1998,1998,VinylSd,0,1284,340000
1418,20,RL,9204,Inside,1Fam,5,1963,1963,HdBoard,872,1144,124000
1419,20,RL,16381,Inside,1Fam,5,1969,1969,Plywood,0,1844,223000
1420,60,RL,11700,Corner,1Fam,6,1968,1968,HdBoard,0,708,179900
1421,120,RL,4043,Inside,TwnhsE,5,1977,1977,Plywood,0,1069,127500
1422,120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,136500
1423,80,RL,19690,CulDSac,1Fam,7,1966,1966,Plywood,0,697,274970
1424,20,RL,9503,Inside,1Fam,5,1958,1983,HdBoard,374,1024,144000
1425,20,RL,10721,Inside,1Fam,6,1959,1959,HdBoard,0,1252,142000
1426,60,RL,10944,Inside,1Fam,5,1994,1994,VinylSd,0,1223,271000
1427,50,RL,10930,Inside,1Fam,6,1945,1950,MetalSd,0,913,140000
1428,30,RM,7200,Corner,1Fam,7,1940,1992,MetalSd,0,788,119000
1429,20,RL,12546,Corner,1Fam,7,1981,1981,MetalSd,0,1440,182900
1430,60,RL,21930,Inside,1Fam,5,2005,2005,VinylSd,0,732,192140
1431,120,RL,4928,Inside,TwnhsE,6,1976,1976,Plywood,0,958,143750
1432,30,RL,10800,Inside,1Fam,6,1927,2007,Wd Sdng,0,656,64500
1433,60,RL,10261,Inside,1Fam,5,2000,2000,VinylSd,0,936,186500
1434,20,RL,17400,Inside,1Fam,5,1977,1977,BrkFace,0,1126,160000
1435,20,RL,8400,Inside,1Fam,9,1962,2005,Wd Sdng,0,1319,174000
1436,20,RL,9000,FR2,1Fam,6,1971,1971,HdBoard,0,864,120500
1437,20,RL,12444,FR2,1Fam,5,2008,2008,VinylSd,0,1932,394617
1438,20,RM,7407,Inside,1Fam,7,1957,1996,MetalSd,0,912,149700
1439,60,RL,11584,Inside,1Fam,6,1979,1979,HdBoard,110,539,197000
1440,70,RL,11526,Inside,1Fam,7,1922,1994,MetalSd,0,588,191000
1441,120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,149300
1442,60,FV,11003,Inside,1Fam,5,2008,2008,VinylSd,0,1017,310000
1443,30,RL,8854,Inside,1Fam,6,1916,1950,Wd Sdng,0,952,121000
1444,20,RL,8500,FR2,1Fam,5,2004,2004,VinylSd,0,1422,179600
1445,85,RL,8400,Inside,1Fam,5,1966,1966,VinylSd,627,814,129000
1446,20,RL,26142,CulDSac,1Fam,7,1962,1962,HdBoard,0,1188,157900
1447,60,RL,10000,Inside,1Fam,5,1995,1996,VinylSd,0,1220,240000
1448,50,RL,11767,Inside,1Fam,7,1910,2000,MetalSd,0,560,112000
1449,180,RM,1533,Inside,Twnhs,7,1970,1970,CemntBd,0,630,92000
1450,90,RL,9000,FR2,Duplex,5,1974,1974,VinylSd,0,896,136000
1451,20,RL,9262,Inside,1Fam,5,2008,2009,CemntBd,0,1573,287090
1452,180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0,547,145000
1453,20,RL,17217,Inside,1Fam,5,2006,2006,VinylSd,0,1140,84500
1454,20,FV,7500,Inside,1Fam,5,2004,2005,VinylSd,0,1221,185000
1455,60,RL,7917,Inside,1Fam,5,1999,2000,VinylSd,0,953,175000
1456,20,RL,13175,Inside,1Fam,6,1978,1988,Plywood,163,1542,210000
1457,70,RL,9042,Inside,1Fam,9,1941,2006,CemntBd,0,1152,266500
1458,20,RL,9717,Inside,1Fam,6,1950,1996,MetalSd,1029,1078,142125
1459,20,RL,9937,Inside,1Fam,6,1965,1965,HdBoard,290,1256,147500
